day,hour_of_day,transaction_type,old_balance_orig,amount,new_balance_orig,balance_change_orig,old_balance_dest,new_balance_dest,balance_change_dest,dest_is_merchant,zero_orig_balance,is_fraud,fraud_label
1,21,PAYMENT,405.0,19120.28,0.0,-405.0,0.0,0.0,0.0,1,0,0,legitimate
2,12,CASH_IN,2621691.83,195703.82,2817395.65,195703.82,423942.05,228238.23,-195703.82,0,0,0,legitimate
1,17,CASH_OUT,39684.0,171500.67,0.0,-39684.0,0.0,171500.67,171500.67,0,0,0,legitimate
2,17,TRANSFER,0.0,316203.32,0.0,0.0,7753467.33,8069670.65,316203.32,0,1,0,legitimate
2,14,PAYMENT,0.0,5032.73,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,9,CASH_OUT,35605.0,552056.68,0.0,-35605.0,5876888.36,6428945.04,552056.68,0,0,0,legitimate
1,16,CASH_OUT,247.0,244751.49,0.0,-247.0,0.0,244751.49,244751.49,0,0,0,legitimate
2,9,CASH_OUT,254511.0,234417.22,20093.78,-234417.22,0.0,234417.22,234417.22,0,0,0,legitimate
2,15,TRANSFER,0.0,685578.14,0.0,0.0,2035412.61,2720990.74,685578.13,0,1,0,legitimate
1,10,PAYMENT,0.0,5435.79,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,14,CASH_OUT,275.0,160890.21,0.0,-275.0,108185.0,269075.21,160890.21,0,0,0,legitimate
2,24,CASH_IN,2087155.56,56378.85,2143534.41,56378.85,1670393.09,1614014.24,-56378.85,0,0,0,legitimate
1,20,CASH_OUT,372.0,106136.24,0.0,-372.0,982657.16,1088793.39,106136.23,0,0,0,legitimate
1,10,CASH_OUT,301220.57,210811.04,90409.53,-210811.04,0.0,210811.04,210811.04,0,0,0,legitimate
1,19,PAYMENT,0.0,8210.27,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,19,CASH_OUT,55315.0,253701.4,0.0,-55315.0,558329.39,859275.86,300946.47,0,0,0,legitimate
4,22,CASH_OUT,13856.79,152808.59,0.0,-13856.79,217312.84,370121.43,152808.59,0,0,0,legitimate
2,17,CASH_OUT,0.0,436703.71,0.0,0.0,21475113.6,21911817.3,436703.7,0,1,0,legitimate
2,16,PAYMENT,264275.68,10695.13,253580.55,-10695.13,0.0,0.0,0.0,1,0,0,legitimate
1,20,CASH_IN,415090.63,8260.03,423350.66,8260.03,87936.28,79676.26,-8260.02,0,0,0,legitimate
1,12,CASH_IN,6351237.93,135605.78,6486843.71,135605.78,971592.81,721189.28,-250403.53,0,0,0,legitimate
2,16,TRANSFER,204453.0,193529.79,10923.21,-193529.79,0.0,193529.79,193529.79,0,0,0,legitimate
1,12,TRANSFER,9994.0,1414545.9,0.0,-9994.0,1774096.72,3188642.62,1414545.9,0,0,0,legitimate
2,15,CASH_OUT,11290.0,91433.55,0.0,-11290.0,32899.35,124332.89,91433.54,0,0,0,legitimate
1,18,PAYMENT,0.0,504.74,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,17,CASH_IN,9573.0,172786.18,182359.18,172786.18,119592.59,0.0,-119592.59,0,0,0,legitimate
1,19,PAYMENT,43052.0,11568.44,31483.56,-11568.44,0.0,0.0,0.0,1,0,0,legitimate
1,10,PAYMENT,0.0,7881.99,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,13,PAYMENT,0.0,3511.83,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,17,CASH_IN,4163.0,144345.42,148508.42,144345.42,297.0,6849523.81,6849226.81,0,0,0,legitimate
1,9,TRANSFER,0.0,484631.67,0.0,0.0,1140755.06,1823878.57,683123.51,0,1,0,legitimate
1,8,PAYMENT,3593.0,4999.16,0.0,-3593.0,0.0,0.0,0.0,1,0,0,legitimate
2,18,CASH_OUT,50647.0,35523.51,15123.49,-35523.51,1702340.77,1737864.28,35523.51,0,0,0,legitimate
1,18,CASH_OUT,969076.94,164446.47,804630.47,-164446.47,183992.77,348439.24,164446.47,0,0,0,legitimate
2,10,CASH_OUT,0.0,246780.78,0.0,0.0,3089937.59,3336718.36,246780.77,0,1,0,legitimate
1,10,CASH_IN,6258032.07,24300.91,6282332.98,24300.91,581130.14,1235035.72,653905.58,0,0,0,legitimate
3,23,CASH_OUT,2949339.09,2949339.09,0.0,-2949339.09,167663.32,3117002.41,2949339.09,0,0,1,fraud
1,15,CASH_IN,10253.0,41274.2,51527.2,41274.2,547016.82,360570.59,-186446.23,0,0,0,legitimate
1,18,CASH_IN,10321.0,38952.54,49273.54,38952.54,152822.62,113870.08,-38952.54,0,0,0,legitimate
1,17,TRANSFER,21588.0,652056.17,0.0,-21588.0,1841554.22,2493610.39,652056.17,0,0,0,legitimate
2,17,CASH_IN,28807742.47,56932.64,28864675.11,56932.64,760548.47,703615.83,-56932.64,0,0,0,legitimate
1,15,PAYMENT,341558.8,3161.85,338396.96,-3161.84,0.0,0.0,0.0,1,0,0,legitimate
2,12,CASH_OUT,35063.0,172090.8,0.0,-35063.0,0.0,172090.8,172090.8,0,0,0,legitimate
2,18,CASH_IN,18733825.36,328396.14,19062221.49,328396.13,664569.91,336173.78,-328396.13,0,0,0,legitimate
1,19,CASH_OUT,0.0,299208.12,0.0,0.0,1398180.11,2376811.6,978631.49,0,1,0,legitimate
1,23,CASH_OUT,20889.0,19089.18,1799.82,-19089.18,0.0,19089.18,19089.18,0,0,0,legitimate
2,10,PAYMENT,107203.0,3790.2,103412.8,-3790.2,0.0,0.0,0.0,1,0,0,legitimate
1,9,CASH_OUT,204610.0,45691.02,158918.98,-45691.02,203545.03,249236.05,45691.02,0,0,0,legitimate
1,11,TRANSFER,91820.0,242741.2,0.0,-91820.0,0.0,10099.54,10099.54,0,0,0,legitimate
2,9,CASH_IN,7195826.56,404444.85,7600271.41,404444.85,981134.02,576689.17,-404444.85,0,0,0,legitimate
2,22,CASH_OUT,0.0,257719.36,0.0,0.0,1024391.6,1282110.96,257719.36,0,1,0,legitimate
2,12,PAYMENT,90795.0,8568.29,82226.71,-8568.29,0.0,0.0,0.0,1,0,0,legitimate
1,11,CASH_OUT,0.0,152962.2,0.0,0.0,205044.0,358006.2,152962.2,0,1,0,legitimate
1,20,CASH_OUT,0.0,124386.7,0.0,0.0,2204501.34,2651764.21,447262.87,0,1,0,legitimate
2,20,TRANSFER,0.0,3827447.56,0.0,0.0,8279839.03,12107286.59,3827447.56,0,1,0,legitimate
1,13,TRANSFER,398289.0,2076718.66,0.0,-398289.0,373018.04,2449736.7,2076718.66,0,0,0,legitimate
1,13,CASH_IN,1325851.57,61806.5,1387658.07,61806.5,84644.7,0.0,-84644.7,0,0,0,legitimate
1,11,PAYMENT,209990.47,2740.31,207250.16,-2740.31,0.0,0.0,0.0,1,0,0,legitimate
1,21,PAYMENT,7395.0,8897.38,0.0,-7395.0,0.0,0.0,0.0,1,0,0,legitimate
1,7,CASH_IN,2849313.06,104427.87,2953740.93,104427.87,6703099.06,6779300.28,76201.22,0,0,0,legitimate
1,15,PAYMENT,0.0,9535.76,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,17,CASH_OUT,19749.0,374446.32,0.0,-19749.0,0.0,374446.32,374446.32,0,0,0,legitimate
3,10,TRANSFER,456745.18,456745.18,0.0,-456745.18,0.0,0.0,0.0,0,0,1,fraud
2,22,PAYMENT,115904.0,5118.36,110785.64,-5118.36,0.0,0.0,0.0,1,0,0,legitimate
1,17,CASH_OUT,418352.74,155139.56,263213.18,-155139.56,197533.88,452466.69,254932.81,0,0,0,legitimate
2,15,CASH_OUT,0.0,227146.58,0.0,0.0,5071289.72,5298436.3,227146.58,0,1,0,legitimate
1,18,PAYMENT,0.0,4304.29,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,12,CASH_OUT,17196.0,63294.49,0.0,-17196.0,0.0,63294.49,63294.49,0,0,0,legitimate
1,19,CASH_IN,372181.24,251518.71,623699.96,251518.72,390766.13,79295.05,-311471.08,0,0,0,legitimate
1,17,PAYMENT,0.0,6739.32,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,17,CASH_IN,7718225.6,272717.46,7990943.06,272717.46,597532.57,310553.75,-286978.82,0,0,0,legitimate
2,12,CASH_OUT,0.0,117641.66,0.0,0.0,4733148.32,4850789.98,117641.66,0,1,0,legitimate
1,13,PAYMENT,115449.83,11652.92,103796.91,-11652.92,0.0,0.0,0.0,1,0,0,legitimate
2,19,PAYMENT,0.0,9439.07,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,17,CASH_OUT,27012.0,255568.22,0.0,-27012.0,22306.86,277875.08,255568.22,0,0,0,legitimate
2,11,CASH_IN,5035513.14,422246.33,5457759.48,422246.34,12534190.75,12111944.42,-422246.33,0,0,0,legitimate
1,14,CASH_OUT,901.0,528905.58,0.0,-901.0,46346.13,330216.47,283870.34,0,0,0,legitimate
2,14,PAYMENT,31772.0,11843.67,19928.33,-11843.67,0.0,0.0,0.0,1,0,0,legitimate
1,15,TRANSFER,0.0,1523998.0,0.0,0.0,2208230.38,3875177.0,1666946.62,0,1,0,legitimate
1,13,TRANSFER,384703.83,1467840.98,0.0,-384703.83,6753957.87,8413647.51,1659689.64,0,0,0,legitimate
1,22,PAYMENT,155954.87,9806.62,146148.26,-9806.61,0.0,0.0,0.0,1,0,0,legitimate
4,22,CASH_IN,4508943.41,23108.04,4532051.45,23108.04,669546.34,646438.3,-23108.04,0,0,0,legitimate
2,9,CASH_OUT,0.0,139343.23,0.0,0.0,4091314.14,4230657.37,139343.23,0,1,0,legitimate
2,17,CASH_IN,2087.0,185996.72,188083.72,185996.72,0.0,0.0,0.0,0,0,0,legitimate
1,9,CASH_IN,6085837.04,154284.1,6240121.14,154284.1,852244.33,697960.22,-154284.11,0,0,0,legitimate
1,18,PAYMENT,16288.0,5615.23,10672.77,-5615.23,0.0,0.0,0.0,1,0,0,legitimate
1,20,PAYMENT,24648.0,5382.52,19265.48,-5382.52,0.0,0.0,0.0,1,0,0,legitimate
2,17,PAYMENT,266101.97,1126.94,264975.03,-1126.94,0.0,0.0,0.0,1,0,0,legitimate
2,18,PAYMENT,102086.7,26940.79,75145.91,-26940.79,0.0,0.0,0.0,1,0,0,legitimate
2,19,CASH_IN,5864200.66,208257.58,6072458.24,208257.58,718781.44,510523.86,-208257.58,0,0,0,legitimate
1,12,PAYMENT,0.0,1519.33,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,17,CASH_IN,842998.12,75799.11,918797.23,75799.11,93003.57,17204.46,-75799.11,0,0,0,legitimate
1,14,CASH_OUT,0.0,461648.2,0.0,0.0,1212617.97,2121046.57,908428.6,0,1,0,legitimate
1,20,CASH_IN,13753.39,116726.56,130479.95,116726.56,252856.68,136130.12,-116726.56,0,0,0,legitimate
2,11,PAYMENT,0.0,6065.76,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,12,CASH_OUT,595283.03,325386.61,269896.41,-325386.62,1175317.46,1500704.07,325386.61,0,0,0,legitimate
3,18,CASH_OUT,272791.44,272791.44,0.0,-272791.44,715267.02,988058.46,272791.44,0,0,1,fraud
1,18,PAYMENT,43604.0,16630.58,26973.42,-16630.58,0.0,0.0,0.0,1,0,0,legitimate
1,12,CASH_IN,10347.0,201742.73,212089.73,201742.73,0.0,0.0,0.0,0,0,0,legitimate
1,8,PAYMENT,0.0,9559.65,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,8,TRANSFER,81867.07,81867.07,0.0,-81867.07,0.0,0.0,0.0,0,0,1,fraud
1,16,PAYMENT,428667.18,19225.27,409441.91,-19225.27,0.0,0.0,0.0,1,0,0,legitimate
1,15,CASH_OUT,0.0,336752.74,0.0,0.0,0.0,336752.74,336752.74,0,1,0,legitimate
2,18,CASH_OUT,6429.0,335572.13,0.0,-6429.0,11365.0,239868.83,228503.83,0,0,0,legitimate
1,19,CASH_OUT,0.0,190817.81,0.0,0.0,3677874.34,3884430.39,206556.05,0,1,0,legitimate
1,16,CASH_IN,35553.0,159935.45,195488.45,159935.45,93739.6,0.0,-93739.6,0,0,0,legitimate
2,21,PAYMENT,5954.0,12288.71,0.0,-5954.0,0.0,0.0,0.0,1,0,0,legitimate
1,21,PAYMENT,0.0,24196.1,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,11,CASH_OUT,876.0,248968.75,0.0,-876.0,0.0,248968.75,248968.75,0,0,0,legitimate
1,15,CASH_OUT,132771.25,35860.66,96910.6,-35860.65,84343.06,120203.72,35860.66,0,0,0,legitimate
2,23,PAYMENT,141.0,5037.98,0.0,-141.0,0.0,0.0,0.0,1,0,0,legitimate
2,18,CASH_OUT,43676.0,216256.88,0.0,-43676.0,78420.18,294677.06,216256.88,0,0,0,legitimate
2,22,PAYMENT,30028.0,11892.41,18135.59,-11892.41,0.0,0.0,0.0,1,0,0,legitimate
2,11,PAYMENT,40791.0,5914.74,34876.26,-5914.74,0.0,0.0,0.0,1,0,0,legitimate
2,21,CASH_OUT,0.0,85543.97,0.0,0.0,771180.75,856724.71,85543.96,0,1,0,legitimate
1,20,CASH_OUT,0.0,364056.49,0.0,0.0,1138045.72,1502102.21,364056.49,0,1,0,legitimate
2,9,CASH_OUT,19950.0,309605.18,0.0,-19950.0,20303.93,329909.11,309605.18,0,0,0,legitimate
1,14,PAYMENT,168236.0,17210.31,151025.69,-17210.31,0.0,0.0,0.0,1,0,0,legitimate
2,13,PAYMENT,0.0,6118.44,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
4,22,CASH_OUT,0.0,218659.05,0.0,0.0,752569.8,971228.85,218659.05,0,1,0,legitimate
1,4,CASH_OUT,169941.73,169941.73,0.0,-169941.73,0.0,169941.73,169941.73,0,0,1,fraud
4,18,TRANSFER,703833.48,703833.48,0.0,-703833.48,0.0,0.0,0.0,0,0,1,fraud
2,4,TRANSFER,491517.77,491517.77,0.0,-491517.77,0.0,0.0,0.0,0,0,1,fraud
2,12,CASH_OUT,0.0,275614.95,0.0,0.0,3358419.01,3634033.96,275614.95,0,1,0,legitimate
1,11,PAYMENT,14820.59,14041.28,779.31,-14041.28,0.0,0.0,0.0,1,0,0,legitimate
1,12,CASH_OUT,315001.13,172481.71,142519.42,-172481.71,110808.82,786358.57,675549.75,0,0,0,legitimate
2,16,CASH_OUT,0.0,53327.69,0.0,0.0,344864.84,398192.53,53327.69,0,1,0,legitimate
2,20,TRANSFER,0.0,1579028.55,0.0,0.0,3900488.7,5479517.25,1579028.55,0,1,0,legitimate
1,17,PAYMENT,487062.85,1435.65,485627.2,-1435.65,0.0,0.0,0.0,1,0,0,legitimate
1,15,PAYMENT,0.0,11853.65,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,10,CASH_IN,1655459.07,161274.46,1816733.54,161274.47,2147273.51,2479824.8,332551.29,0,0,0,legitimate
1,17,TRANSFER,280660.0,850962.35,0.0,-280660.0,49618.0,1761924.86,1712306.86,0,0,0,legitimate
2,12,CASH_IN,13788.0,284641.32,298429.32,284641.32,1753015.44,1468374.12,-284641.32,0,0,0,legitimate
1,21,CASH_OUT,0.0,23292.3,0.0,0.0,392364.62,415656.92,23292.3,0,1,1,fraud
1,20,CASH_OUT,0.0,118638.88,0.0,0.0,505980.36,624619.25,118638.89,0,1,0,legitimate
1,13,CASH_OUT,0.0,172514.49,0.0,0.0,523411.45,1078881.17,555469.72,0,1,0,legitimate
2,17,TRANSFER,581889.94,581889.94,0.0,-581889.94,0.0,0.0,0.0,0,0,1,fraud
1,20,PAYMENT,0.0,20743.4,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,11,PAYMENT,0.0,839.5,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,19,CASH_IN,0.0,166396.91,166396.91,166396.91,361629.48,195232.57,-166396.91,0,1,0,legitimate
1,9,CASH_IN,648.0,100491.72,101139.72,100491.72,45846.0,0.0,-45846.0,0,0,0,legitimate
1,16,CASH_OUT,9142.0,43981.96,0.0,-9142.0,328880.17,676909.26,348029.09,0,0,0,legitimate
2,17,PAYMENT,11470.0,9649.19,1820.81,-9649.19,0.0,0.0,0.0,1,0,0,legitimate
2,18,CASH_OUT,20210.0,142818.12,0.0,-20210.0,265878.31,535484.47,269606.16,0,0,0,legitimate
2,16,PAYMENT,0.0,15768.45,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,11,CASH_IN,1962319.12,170517.66,2132836.78,170517.66,538576.41,368058.75,-170517.66,0,0,0,legitimate
2,15,CASH_IN,71700.0,605818.3,677518.3,605818.3,3747577.56,3141759.26,-605818.3,0,0,0,legitimate
2,18,CASH_OUT,105014.0,361141.14,0.0,-105014.0,795466.26,1156607.4,361141.14,0,0,0,legitimate
1,15,CASH_OUT,420398.29,107396.48,313001.81,-107396.48,233144.24,340540.72,107396.48,0,0,0,legitimate
2,14,TRANSFER,0.0,225502.91,0.0,0.0,553288.01,778790.92,225502.91,0,1,0,legitimate
4,13,TRANSFER,167679.27,167679.27,0.0,-167679.27,0.0,0.0,0.0,0,0,1,fraud
1,18,CASH_OUT,24240.0,23322.94,917.06,-23322.94,0.0,23322.94,23322.94,0,0,0,legitimate
2,24,PAYMENT,3091.0,7189.42,0.0,-3091.0,0.0,0.0,0.0,1,0,0,legitimate
2,12,PAYMENT,0.0,1237.75,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,14,PAYMENT,10671.0,15638.34,0.0,-10671.0,0.0,0.0,0.0,1,0,0,legitimate
1,9,CASH_OUT,635.0,139839.78,0.0,-635.0,20562.0,1933386.74,1912824.74,0,0,0,legitimate
1,15,TRANSFER,0.0,88239.79,0.0,0.0,2265145.8,2353385.59,88239.79,0,1,0,legitimate
1,12,CASH_OUT,0.0,328007.03,0.0,0.0,379486.06,722312.61,342826.55,0,1,0,legitimate
2,17,CASH_OUT,24439.0,35403.85,0.0,-24439.0,20788.52,56192.37,35403.85,0,0,0,legitimate
2,9,CASH_OUT,243307.0,241047.11,2259.89,-241047.11,2248171.75,2489218.86,241047.11,0,0,0,legitimate
1,16,CASH_IN,14732.0,124870.11,139602.11,124870.11,315001.11,317479.6,2478.49,0,0,0,legitimate
1,19,PAYMENT,0.0,7330.79,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,14,CASH_OUT,0.0,159718.73,0.0,0.0,507247.64,716848.73,209601.09,0,1,0,legitimate
1,11,CASH_OUT,82793.26,136898.19,0.0,-82793.26,3314327.36,3451225.55,136898.19,0,0,0,legitimate
2,17,TRANSFER,0.0,265210.64,0.0,0.0,2049012.76,2314223.4,265210.64,0,1,0,legitimate
2,16,TRANSFER,0.0,92488.53,0.0,0.0,1216143.63,1308632.17,92488.54,0,1,0,legitimate
1,17,CASH_IN,543955.64,55676.71,599632.35,55676.71,242395.3,7358.7,-235036.6,0,0,0,legitimate
1,9,PAYMENT,0.0,14530.9,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,17,TRANSFER,0.0,747546.13,0.0,0.0,11337214.76,11939107.65,601892.89,0,1,0,legitimate
1,16,PAYMENT,239952.95,3543.54,236409.41,-3543.54,0.0,0.0,0.0,1,0,0,legitimate
1,20,CASH_IN,7915626.9,109130.05,8024756.95,109130.05,119713.01,10582.96,-109130.05,0,0,0,legitimate
1,12,CASH_OUT,0.0,285964.59,0.0,0.0,289928.27,575892.86,285964.59,0,1,0,legitimate
1,21,PAYMENT,14881.0,2699.97,12181.03,-2699.97,0.0,0.0,0.0,1,0,0,legitimate
4,22,PAYMENT,0.0,2834.56,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,18,CASH_OUT,0.0,28826.72,0.0,0.0,5271730.95,5300557.67,28826.72,0,1,0,legitimate
2,14,TRANSFER,36236.0,174411.04,0.0,-36236.0,1557376.66,1820774.47,263397.81,0,0,0,legitimate
1,19,CASH_OUT,7194.0,21716.85,0.0,-7194.0,3210776.95,3232493.8,21716.85,0,0,0,legitimate
1,11,CASH_OUT,0.0,242780.58,0.0,0.0,1076150.28,1666422.78,590272.5,0,1,0,legitimate
1,14,DEBIT,24432.99,3927.81,20505.18,-3927.81,10801266.35,10805194.16,3927.81,0,0,0,legitimate
2,13,CASH_IN,161517.0,179367.62,340884.62,179367.62,33890.06,0.0,-33890.06,0,0,0,legitimate
1,17,CASH_OUT,34486.0,58348.9,0.0,-34486.0,3573761.7,3632110.6,58348.9,0,0,0,legitimate
4,21,PAYMENT,0.0,32924.15,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,11,CASH_OUT,0.0,299547.01,0.0,0.0,6723025.12,7340029.16,617004.04,0,1,0,legitimate
2,15,CASH_OUT,1067.0,310212.03,0.0,-1067.0,237400.13,547612.17,310212.04,0,0,0,legitimate
1,19,CASH_IN,17526592.03,47579.95,17574171.97,47579.94,85826.3,38246.35,-47579.95,0,0,0,legitimate
2,19,CASH_IN,2821176.46,7315.99,2828492.45,7315.99,51034.62,43718.63,-7315.99,0,0,0,legitimate
2,10,CASH_OUT,5594.0,165792.71,0.0,-5594.0,1145544.16,1845576.31,700032.15,0,0,0,legitimate
1,15,TRANSFER,0.0,159155.65,0.0,0.0,195427.84,354583.5,159155.66,0,1,0,legitimate
2,16,PAYMENT,15314.0,12960.45,2353.55,-12960.45,0.0,0.0,0.0,1,0,0,legitimate
2,12,CASH_OUT,0.0,78473.56,0.0,0.0,286920.35,1345683.68,1058763.33,0,1,0,legitimate
2,16,PAYMENT,0.0,2890.91,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,21,TRANSFER,0.0,153230.83,0.0,0.0,1747591.51,1900822.34,153230.83,0,1,0,legitimate
2,12,CASH_IN,1104144.82,52780.38,1156925.2,52780.38,932383.58,879603.21,-52780.37,0,0,0,legitimate
1,12,PAYMENT,0.0,11638.76,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,16,PAYMENT,0.0,16953.55,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,13,CASH_OUT,913.0,164450.09,0.0,-913.0,0.0,164450.09,164450.09,0,0,0,legitimate
1,17,TRANSFER,213293.29,1240062.96,0.0,-213293.29,2020843.45,3389751.82,1368908.37,0,0,0,legitimate
1,13,CASH_OUT,21257.0,301280.97,0.0,-21257.0,0.0,301280.97,301280.97,0,0,0,legitimate
1,14,TRANSFER,0.0,1333297.1,0.0,0.0,4422179.91,6319884.96,1897705.05,0,1,0,legitimate
3,14,TRANSFER,724414.43,724414.43,0.0,-724414.43,0.0,0.0,0.0,0,0,1,fraud
2,11,TRANSFER,0.0,539067.55,0.0,0.0,824955.85,1364023.41,539067.56,0,1,0,legitimate
2,14,TRANSFER,0.0,833825.64,0.0,0.0,1138058.41,2078243.53,940185.12,0,1,0,legitimate
2,19,CASH_OUT,8097.0,6105.61,1991.39,-6105.61,0.0,6105.61,6105.61,0,0,0,legitimate
2,19,CASH_IN,20885175.99,75767.41,20960943.39,75767.4,4409202.86,4333435.45,-75767.41,0,0,0,legitimate
1,8,TRANSFER,222.0,222.0,0.0,-222.0,0.0,267095.19,267095.19,0,0,1,fraud
1,17,PAYMENT,50902.43,15283.58,35618.85,-15283.58,0.0,0.0,0.0,1,0,0,legitimate
1,23,PAYMENT,10090.0,6446.45,3643.55,-6446.45,0.0,0.0,0.0,1,0,0,legitimate
1,14,CASH_IN,6263673.85,121157.51,6384831.36,121157.51,2212179.03,3007866.28,795687.25,0,0,0,legitimate
1,21,CASH_OUT,3006.0,126774.6,0.0,-3006.0,995708.58,1122483.18,126774.6,0,0,0,legitimate
2,7,TRANSFER,5021186.54,5021186.54,0.0,-5021186.54,0.0,0.0,0.0,0,0,1,fraud
1,20,CASH_OUT,0.0,64658.57,0.0,0.0,568809.55,633468.12,64658.57,0,1,0,legitimate
2,19,CASH_OUT,277013.0,175381.86,101631.14,-175381.86,1686752.44,1862134.3,175381.86,0,0,0,legitimate
1,13,PAYMENT,0.0,1905.97,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,10,CASH_OUT,20745.03,277842.94,0.0,-20745.03,530133.36,807976.3,277842.94,0,0,0,legitimate
1,21,PAYMENT,76087.0,9096.0,66991.0,-9096.0,0.0,0.0,0.0,1,0,0,legitimate
1,19,CASH_IN,28226.0,58598.82,86824.82,58598.82,0.0,0.0,0.0,0,0,0,legitimate
2,14,PAYMENT,179955.53,4502.33,175453.19,-4502.34,0.0,0.0,0.0,1,0,0,legitimate
2,20,CASH_IN,6226675.26,87720.69,6314395.95,87720.69,216143.28,128422.59,-87720.69,0,0,0,legitimate
1,15,CASH_IN,1557498.64,361822.61,1919321.25,361822.61,620330.46,258507.85,-361822.61,0,0,0,legitimate
1,12,PAYMENT,8615.04,11405.81,0.0,-8615.04,0.0,0.0,0.0,1,0,0,legitimate
2,20,CASH_OUT,0.0,77149.86,0.0,0.0,155071.32,232221.18,77149.86,0,1,0,legitimate
2,1,CASH_OUT,0.0,171190.26,0.0,0.0,441023.29,612213.55,171190.26,0,1,0,legitimate
2,19,CASH_OUT,0.0,132377.35,0.0,0.0,2549517.03,2681894.39,132377.36,0,1,0,legitimate
1,8,CASH_OUT,21338.0,259716.02,0.0,-21338.0,19698.0,919697.4,899999.4,0,0,0,legitimate
2,13,CASH_OUT,0.0,269475.87,0.0,0.0,307534.77,577010.64,269475.87,0,1,0,legitimate
4,21,PAYMENT,257557.73,10873.16,246684.57,-10873.16,0.0,0.0,0.0,1,0,0,legitimate
1,11,CASH_IN,9387636.32,55102.74,9442739.06,55102.74,458753.01,403650.27,-55102.74,0,0,0,legitimate
1,14,PAYMENT,256847.01,16364.61,240482.4,-16364.61,0.0,0.0,0.0,1,0,0,legitimate
1,21,PAYMENT,87776.0,16779.71,70996.29,-16779.71,0.0,0.0,0.0,1,0,0,legitimate
2,15,PAYMENT,0.0,3389.78,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,17,CASH_OUT,0.0,35569.0,0.0,0.0,630616.78,463390.21,-167226.57,0,1,0,legitimate
1,18,CASH_OUT,1974352.3,1974352.3,0.0,-1974352.3,15531.71,1989884.01,1974352.3,0,0,1,fraud
2,11,PAYMENT,0.0,26798.93,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,19,CASH_IN,278771.0,281512.6,560283.6,281512.6,4137829.42,3856316.82,-281512.6,0,0,0,legitimate
2,14,PAYMENT,40214.0,3465.5,36748.5,-3465.5,0.0,0.0,0.0,1,0,0,legitimate
1,15,PAYMENT,0.0,10546.96,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,15,PAYMENT,109.0,6072.49,0.0,-109.0,0.0,0.0,0.0,1,0,0,legitimate
1,14,PAYMENT,407108.0,12754.67,394353.33,-12754.67,0.0,0.0,0.0,1,0,0,legitimate
1,13,CASH_IN,1286894.31,165198.9,1452093.21,165198.9,1210878.23,1045679.32,-165198.91,0,0,0,legitimate
1,20,CASH_IN,244202.64,65538.35,309740.98,65538.34,0.0,0.0,0.0,0,0,0,legitimate
2,12,PAYMENT,0.0,5676.83,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,9,CASH_OUT,98264.94,297038.69,0.0,-98264.94,390792.17,687830.86,297038.69,0,0,0,legitimate
1,9,CASH_OUT,1055.0,1055.0,0.0,-1055.0,75179.0,0.0,-75179.0,0,0,1,fraud
2,9,CASH_OUT,0.0,72078.58,0.0,0.0,359384.63,431463.21,72078.58,0,1,0,legitimate
1,18,PAYMENT,0.0,4054.52,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,20,PAYMENT,194980.99,27958.35,167022.64,-27958.35,0.0,0.0,0.0,1,0,0,legitimate
1,18,CASH_IN,4882838.06,316768.88,5199606.94,316768.88,8066216.17,7749447.29,-316768.88,0,0,0,legitimate
